Zipcode,City,State,Lat,Long
10029,NYC,NY,40.71,-73.99
10030,NEW YORK,NY,40.71,-73.99
10030,COLLEGE,NY,40.71,-73.99
10030,MANHATTAN,NY,40.71,-73.99
10030,NYC,NY,40.71,-73.99
10031,NEW YORK,NY,40.71,-73.99
10031,HAMILTON GRANGE,NY,40.71,-73.99
10031,MANHATTAN,NY,40.71,-73.99
10031,NYC,NY,40.71,-73.99
10032,NEW YORK,NY,40.71,-73.99
10032,MANHATTAN,NY,40.71,-73.99
10032,NYC,NY,40.71,-73.99
10033,NEW YORK,NY,40.71,-73.99
10033,MANHATTAN,NY,40.71,-73.99
10033,NYC,NY,40.71,-73.99
10033,WASHINGTON BRIDGE,NY,40.71,-73.99
10034,NEW YORK,NY,40.71,-73.99
612,PARC RODRIGUEZ OLMO,PR,18.45,-66.73
612,PARQ DE JARDINES,PR,18.45,-66.73
612,PASEOS REALES,PR,18.45,-66.73
612,REPTO MARQUEZ,PR,18.45,-66.73
612,REPTO SAN JOSE,PR,18.45,-66.73
612,REPTO SAN JUAN,PR,18.45,-66.73
612,SECT ABRA,PR,18.45,-66.73
612,SECT EL CANO,PR,18.45,-66.73
612,SECT LAS ANIMAS,PR,18.45,-66.73
612,SECT MUELLE,PR,18.45,-66.73
612,URB ARECIBO GDNS,PR,18.45,-66.73
612,URB COLLEGE PARK IV,PR,18.45,-66.73
612,URB COSTAS DEL ATLANTICO,PR,18.45,-66.73
612,URB EL PARAISO,PR,18.45,-66.73
612,URB FACTOR,PR,18.45,-66.73
612,URB GARCIA,PR,18.45,-66.73
612,URB GARDEN VIEW,PR,18.45,-66.73
612,URB LA MUCURA,PR,18.45,-66.73
612,URB LAS BRISAS,PR,18.45,-66.73
612,URB LOS LLANOS,PR,18.45,-66.73
612,URB LOS PINOS,PR,18.45,-66.73
612,URB LOS PINOS II,PR,18.45,-66.73
612,URB MARISOL,PR,18.45,-66.73
612,URB MARTELL,PR,18.45,-66.73
612,URB OCEAN VW,PR,18.45,-66.73
612,URB RADIOVILLE,PR,18.45,-66.73
612,URB REGIONAL,PR,18.45,-66.73
612,URB SAN DANIEL,PR,18.45,-66.73
612,URB SAN FELIPE,PR,18.45,-66.73
612,URB SAN LORENZO,PR,18.45,-66.73
612,URB TANAMA,PR,18.45,-66.73
612,URB UNIVERSITY GDNS,PR,18.45,-66.73
612,URB VICTOR ROJAS 1,PR,18.45,-66.73
612,URB VICTOR ROJAS 2,PR,18.45,-66.73
612,URB VILLAMAR,PR,18.45,-66.73
612,URB ZENO GANDIA,PR,18.45,-66.73
612,VALLE ESCONDIDO,PR,18.45,-66.73
612,VILLA LOS SANTOS,PR,18.45,-66.73
612,VILLA LUCIA,PR,18.45,-66.73
612,VILLA SERENA,PR,18.45,-66.73
612,VILLA TOLEDO,PR,18.45,-66.73
612,VILLAS DEL CAPITAN,PR,18.45,-66.73
612,VILLAS DEL SOL,PR,18.45,-66.73
612,VISTA AZUL,PR,18.45,-66.73
612,VISTA DEL ATLANTICO,PR,18.45,-66.73
613,ARECIBO,PR,18.45,-66.73
614,ARECIBO,PR,18.45,-66.73
714,ARROYO,PR,17.97,-66.06
714,EXT JARD DE ARROYO,PR,17.97,-66.06
714,JARD DE ARROYO,PR,17.97,-66.06
714,JARD DE LAFAYETTE,PR,17.97,-66.06
714,PARQ DE GUASIMAS,PR,17.97,-66.06
714,QTAS DE GUASIMA,PR,17.97,-66.06
714,REPTO BELLO MAR,PR,17.97,-66.06
714,URB ARROYO DEL MAR,PR,17.97,-66.06
714,URB BELINDA,PR,17.97,-66.06
714,URB LAS 500,PR,17.97,-66.06
714,URB MIRAMAR 1,PR,17.97,-66.06
714,URB PALMAR 2,PR,17.97,-66.06
714,URB SAN ANTONIO,PR,17.97,-66.06
714,VILLAS DE LAFAYETTE,PR,17.97,-66.06
616,BAJADERO,PR,18.4,-66.66
616,BRISAS DEL VALLE,PR,18.4,-66.66
617,BARCELONETA,PR,18.45,-66.53
617,BDA CATALANA,PR,18.45,-66.53
617,BRISAS DE LLANADAS,PR,18.45,-66.53
617,BRISAS DEL MONTE,PR,18.45,-66.53
617,EST DE BARCELONETA,PR,18.45,-66.53
617,EST DE FLORIDA,PR,18.45,-66.53
617,EXT EST DE IMBERY,PR,18.45,-66.53
617,EXT PARC PUNTA PALMAS,PR,18.45,-66.53
617,PARC GARROCHALES,PR,18.45,-66.53
617,PARC IMBERY,PR,18.45,-66.53
617,PARC MAGUEYES,PR,18.45,-66.53
617,PARC PALENQUE,PR,18.45,-66.53
617,PARC PUNTA PALMAS,PR,18.45,-66.53
617,PARC TIBURON,PR,18.45,-66.53
617,REPTO LAS LLANADAS,PR,18.45,-66.53
617,URB CATALUNA,PR,18.45,-66.53
617,URB CIMARRONA CT,PR,18.45,-66.53
617,URB LAS DELICIAS,PR,18.45,-66.53
617,URB LAS PRADERAS,PR,18.45,-66.53
617,URB ORTEGA,PR,18.45,-66.53
617,URB PLAZUELA ESTATES,PR,18.45,-66.53
617,URB SOL NACIENTE,PR,18.45,-66.53
617,VILLA BARCELONA,PR,18.45,-66.53
617,VILLA CENTRAL,PR,18.45,-66.53
617,VILLA GEORGETTI,PR,18.45,-66.53
617,VILLAS DE LA SABANA,PR,18.45,-66.53
794,BARRANQUITAS,PR,18.18,-66.3
794,BDA ALEMANIA,PR,18.18,-66.3
794,URB SAN CRISTOBAL,PR,18.18,-66.3
794,VISTAS DE MONTECIELO,PR,18.18,-66.3
622,BOQUERON,PR,17.99,-67.15
622,VILLA TAINA,PR,17.99,-67.15
623,CABO ROJO,PR,18.08,-67.14
623,ALTS DE JOYUDA,PR,18.08,-67.14
623,ALTS DEL MAR,PR,18.08,-67.14
623,BO BALLAJA,PR,18.08,-67.14
623,BO MONTE GRANDE,PR,18.08,-67.14
623,EST DE MIRAMAR,PR,18.08,-67.14
623,EST REALES,PR,18.08,-67.14
623,EXT ELIZABETH,PR,18.08,-67.14
623,EXT LA CONCEPCION,PR,18.08,-67.14
623,EXT PARC ELIZABETH,PR,18.08,-67.14
623,EXT SIERRA LINDA,PR,18.08,-67.14
623,HACIENDAS DE BELVEDERE,PR,18.08,-67.14
623,HACIENDAS DE CABO ROJO,PR,18.08,-67.14
623,HACIENDAS DE MIRAMAR,PR,18.08,-67.14
623,JARD DEL PUERTO,PR,18.08,-67.14
623,MANS DE CABO ROJO,PR,18.08,-67.14
623,MANSIONES,PR,18.08,-67.14
623,PARC BETANCES,PR,18.08,-67.14
623,PARC ELIZABETH,PR,18.08,-67.14
623,PARC LAS MARGARITAS,PR,18.08,-67.14
623,PARC LAS 35,PR,18.08,-67.14
623,PARC PUERTO REAL,PR,18.08,-67.14
623,QTAS DE CABO ROJO,PR,18.08,-67.14
623,REPTO MIRADERO,PR,18.08,-67.14
623,REPTO OLIVERAS,PR,18.08,-67.14
623,URB ALTA VISTA,PR,18.08,-67.14
623,URB ANA MARIA,PR,18.08,-67.14
623,URB BORINQUEN,PR,18.08,-67.14
623,URB EL RETIRO,PR,18.08,-67.14
623,URB ELIZABETH,PR,18.08,-67.14
623,URB KOFRESI,PR,18.08,-67.14
623,URB LA CONCEPCION,PR,18.08,-67.14
623,URB MONTE GRANDE,PR,18.08,-67.14
623,URB MONTESOL,PR,18.08,-67.14
623,URB RAMIREZ,PR,18.08,-67.14
623,URB REMANSO DE CABO ROJO,PR,18.08,-67.14
623,URB SAN MIGUEL,PR,18.08,-67.14
623,URB SIERRA LINDA,PR,18.08,-67.14
623,VILLA AIDA,PR,18.08,-67.14
623,VILLA DEL CARMEN,PR,18.08,-67.14
623,VILLA LUISA,PR,18.08,-67.14
623,VILLAS DE PLAN BONITO,PR,18.08,-67.14
725,CAGUAS,PR,18.23,-66.03
725,ALT DE CAGUAS,PR,18.23,-66.03
725,ALT DEL TURABO,PR,18.23,-66.03
725,BDA MORALES,PR,18.23,-66.03
725,BOSQUES DE LA SIERRA,PR,18.23,-66.03
725,BRISAS DEL PARQUE I,PR,18.23,-66.03
725,BRISAS DEL PARQUE II,PR,18.23,-66.03
725,EST EL VERDE,PR,18.23,-66.03
725,EXT CAGUAX,PR,18.23,-66.03
725,EXT EL VERDE,PR,18.23,-66.03
725,EXT LA GRANJA,PR,18.23,-66.03
725,EXT VILLA BLANCA,PR,18.23,-66.03
725,HACIENDA BORINQUEN,PR,18.23,-66.03
725,JARD PLA,PR,18.23,-66.03
725,LOMAS DE LA SERRANIA,PR,18.23,-66.03
725,PARQ LAS MERCEDES,PR,18.23,-66.03
725,PASEO DEL RIO,PR,18.23,-66.03
725,QTAS DE SAN LUIS 1,PR,18.23,-66.03
725,QTAS DE SAN LUIS 2,PR,18.23,-66.03
725,QTAS DE VILLA BLANCA,PR,18.23,-66.03
725,REPTO CAGUAX,PR,18.23,-66.03
725,REPTO SOLANO,PR,18.23,-66.03
725,RES BAIROA,PR,18.23,-66.03
725,TERR DE BORINQUEN,PR,18.23,-66.03
725,URB BALCONES LAS CATALINAS,PR,18.23,-66.03
725,URB BATISTA,PR,18.23,-66.03
725,URB BILLY SUAREZ,PR,18.23,-66.03
725,URB BONNEVILLE GDNS,PR,18.23,-66.03
725,URB BONNEVILLE TERR,PR,18.23,-66.03
725,URB BORINQUEN VALLEY,PR,18.23,-66.03
725,URB BROOKLYN,PR,18.23,-66.03
725,URB BUNKER,PR,18.23,-66.03
725,URB CAGUAS MILENIO,PR,18.23,-66.03
725,URB CAGUAS NORTE,PR,18.23,-66.03
725,URB CARIBE GDNS,PR,18.23,-66.03
725,URB CONDADO MODERNO,PR,18.23,-66.03
725,URB CONDADO VIEJO,PR,18.23,-66.03
725,URB EL RETIRO,PR,18.23,-66.03
725,URB EL RINCON DE LA SERRANIA,PR,18.23,-66.03
725,URB EL VERDE,PR,18.23,-66.03
725,URB GRILLO,PR,18.23,-66.03
725,URB JOSE DELGADO,PR,18.23,-66.03
725,URB JOSE MERCADO,PR,18.23,-66.03
725,URB LA GRANJA,PR,18.23,-66.03
725,URB LA MESETA,PR,18.23,-66.03
725,URB MACHIN,PR,18.23,-66.03
725,URB MARIOLGA,PR,18.23,-66.03
725,URB MONTICIELO,PR,18.23,-66.03
725,URB MYRLENA,PR,18.23,-66.03
725,URB NAZARIO,PR,18.23,-66.03
725,URB NOTRE DAME,PR,18.23,-66.03
725,URB PARADISE,PR,18.23,-66.03
725,URB SAN ALFONSO,PR,18.23,-66.03
725,URB SAN ANTONIO,PR,18.23,-66.03
725,URB SAN MARCOS,PR,18.23,-66.03
725,URB SAN PEDRO EST,PR,18.23,-66.03
725,URB SAN RAFAEL,PR,18.23,-66.03
725,URB SANTA CECILIA,PR,18.23,-66.03
725,URB SANTA ELVIRA,PR,18.23,-66.03
725,URB SANTA JUANA,PR,18.23,-66.03
725,URB SANTA JUANA 2,PR,18.23,-66.03
725,URB SANTA JUANA 3,PR,18.23,-66.03
725,URB SANTA JUANA 4,PR,18.23,-66.03
725,URB SANTA ROSA,PR,18.23,-66.03
725,URB SANTO DOMINGO,PR,18.23,-66.03
725,URB VERDE SUR,PR,18.23,-66.03
725,VALLE DE SAN LUIS,PR,18.23,-66.03
725,VALLES DEL LAGO,PR,18.23,-66.03
725,VILLA BLANCA,PR,18.23,-66.03
725,VILLA BORINQUEN,PR,18.23,-66.03
725,VILLA CARMEN,PR,18.23,-66.03
725,VILLA DE CASTRO,PR,18.23,-66.03
725,VILLA DEL REY 1,PR,18.23,-66.03
725,VILLA DEL REY 2,PR,18.23,-66.03
725,VILLA GUADALUPE,PR,18.23,-66.03
725,VILLA LAS MERCEDES,PR,18.23,-66.03
725,VILLA LOS CRIOLLOS,PR,18.23,-66.03
725,VILLA MARIA,PR,18.23,-66.03
725,VILLA TURABO,PR,18.23,-66.03
725,VILLA VICTORIA,PR,18.23,-66.03
725,VILLAS DE RIO VERDE,PR,18.23,-66.03
725,VILLAS DEL RIO VERDE,PR,18.23,-66.03
726,CAGUAS,PR,18.23,-66.03
727,CAGUAS,PR,18.23,-66.03
727,ALT DE LA FUENTE,PR,18.23,-66.03
727,ALT VILLA DEL REY,PR,18.23,-66.03
727,BOSQUE VERDE,PR,18.23,-66.03
727,CHALETS DE BAIROA,PR,18.23,-66.03
727,CIUDAD JARDIN DE BAIROA,PR,18.23,-66.03
727,EST DE BAIROA,PR,18.23,-66.03
727,EST DEGETAU,PR,18.23,-66.03
727,EST DEL TURABO,PR,18.23,-66.03
727,HACIENDA SAN JOSE,PR,18.23,-66.03
727,JARD DE CAGUAS,PR,18.23,-66.03
727,MANS DE CIUDAD JARDIN BAIROA,PR,18.23,-66.03
727,MANS EL PARAISO,PR,18.23,-66.03
727,PARQ DEL MONTE,PR,18.23,-66.03
727,PARQ DEL MONTE 2,PR,18.23,-66.03
727,PARQ DEL RIO,PR,18.23,-66.03
727,PARQ LAS HACIENDAS,PR,18.23,-66.03
727,REPTO SAN JOSE,PR,18.23,-66.03
727,SECT ALTOS DE LA FUENTE,PR,18.23,-66.03
727,URB ALTOMONTE,PR,18.23,-66.03
727,URB ALTOS DE LA FUENTE,PR,18.23,-66.03
727,URB ARBOLADA,PR,18.23,-66.03
727,URB BAIROA GOLDEN GATE II,PR,18.23,-66.03
727,URB BAIROA GOLDEN GATES,PR,18.23,-66.03
727,URB BAIROA PARK,PR,18.23,-66.03
727,URB BONNEVILLE HTS,PR,18.23,-66.03
727,URB BONNEVILLE MANOR,PR,18.23,-66.03
727,URB BONNEVILLE VLY,PR,18.23,-66.03
727,URB DIAMOND VLG,PR,18.23,-66.03
727,URB EL VALLE,PR,18.23,-66.03
727,URB IDAMARIS GDNS,PR,18.23,-66.03
727,URB ISLABELLA,PR,18.23,-66.03
727,URB LA RESERVA,PR,18.23,-66.03
727,URB LAS NUBES,PR,18.23,-66.03
727,URB MIRADOR DE BAIROA,PR,18.23,-66.03
727,URB PALMAS DEL TURABO,PR,18.23,-66.03
727,URB TERRALINDA,PR,18.23,-66.03
727,URB TURABO GDNS,PR,18.23,-66.03
727,VALLE TOLIMA,PR,18.23,-66.03
727,VALLE VERDE,PR,18.23,-66.03
727,VILLA CALIZ,PR,18.23,-66.03
727,VILLA DEL REY 3,PR,18.23,-66.03
727,VILLA DEL REY 4,PR,18.23,-66.03
727,VILLA DEL REY 5,PR,18.23,-66.03
727,VILLA ESPERANZA,PR,18.23,-66.03
727,VILLA HERMOSA,PR,18.23,-66.03
727,VILLA NUEVA,PR,18.23,-66.03
627,CAMUY,PR,18.48,-66.84
627,ALTS EL MAESTRO,PR,18.48,-66.84
627,SECT PENA,PR,18.48,-66.84
627,URB DEL CARMEN,PR,18.48,-66.84
627,URB LAS VEREDAS,PR,18.48,-66.84
627,URB LINDA VISTA,PR,18.48,-66.84
627,VISTAS DE CAMUY,PR,18.48,-66.84
729,CANOVANAS,PR,18.37,-65.9
729,BRISAS DE CANOVANAS,PR,18.37,-65.9
729,BRISAS DE LOIZA,PR,18.37,-65.9
729,CIUDAD JARDIN DE CANOVANAS,PR,18.37,-65.9
729,EST DEL RIO,PR,18.37,-65.9
729,EXT VILLAS DE LOIZA,PR,18.37,-65.9
729,HACIENDAS DE CANOVANAS,PR,18.37,-65.9
729,JARD DE CANOVANAS,PR,18.37,-65.9
729,JARD DE PALMAREJO,PR,18.37,-65.9
729,PARC CENTRAL,PR,18.37,-65.9
729,PARC MONTEVERDE,PR,18.37,-65.9
729,PARC SAN ISIDRO,PR,18.37,-65.9
729,PARC VILLA DELICIAS,PR,18.37,-65.9
729,QTAS DE CANOVANAS,PR,18.37,-65.9
729,QTAS JARD DE PARMAREJO,PR,18.37,-65.9
729,URB COUNTRY VIEW,PR,18.37,-65.9
729,URB DEL PILAR,PR,18.37,-65.9
729,URB LAS HACIENDAS CANOVANAS,PR,18.37,-65.9
729,URB LAS VEGAS,PR,18.37,-65.9
729,URB LOIZA VALLEY,PR,18.37,-65.9
729,URB LOS EUCALIPTOS,PR,18.37,-65.9
729,URB PUEBLO INDIO,PR,18.37,-65.9
729,URB RIVER GDNS,PR,18.37,-65.9
729,URB RIVER PLANTATION,PR,18.37,-65.9
729,URB RIVER VALLEY,PR,18.37,-65.9
729,URB RIVER VALLEY PK,PR,18.37,-65.9
729,URB TOWN PK,PR,18.37,-65.9
729,URB USUBAL,PR,18.37,-65.9
729,VILLAS DE LOIZA,PR,18.37,-65.9
729,VILLAS DEL ESTE,PR,18.37,-65.9
729,VILLAS DORADAS,PR,18.37,-65.9
979,CAROLINA,PR,18.4,-65.98
979,EXT VILLAMAR,PR,18.4,-65.98
979,ISLA VERDE,PR,18.4,-65.98
979,PARQ DE ISLA VERDE,PR,18.4,-65.98
979,URB ATLANTIC VIEW,PR,18.4,-65.98
979,URB BIASCOCHEA,PR,18.4,-65.98
979,URB CAPE SEA VLG,PR,18.4,-65.98
979,URB LA MARINA,PR,18.4,-65.98
979,URB LOS ANGELES,PR,18.4,-65.98
979,URB PALMAR NORTE,PR,18.4,-65.98
979,URB PALMAR SUR,PR,18.4,-65.98
979,URB VILLAMAR,PR,18.4,-65.98
979,VILLA LA MARINA,PR,18.4,-65.98
981,CAROLINA,PR,18.4,-65.98
981,ISLA VERDE,PR,18.4,-65.98
982,CAROLINA,PR,18.4,-65.98
982,ALT DE VILLA FONTANA,PR,18.4,-65.98
982,ISLA VERDE,PR,18.4,-65.98
982,QTAS DE COUNTRY CLUB,PR,18.4,-65.98
982,URB COUNTRY CLUB,PR,18.4,-65.98
982,URB EL COMANDANTE,PR,18.4,-65.98
982,VILLA FLORES,PR,18.4,-65.98
983,CAROLINA,PR,18.4,-65.98
983,ISLA VERDE,PR,18.4,-65.98
983,JARD DE COUNTRY CLUB,PR,18.4,-65.98
983,LA CERAMICA IND PARK,PR,18.4,-65.98
983,MANS DE VISTAMAR MARINA,PR,18.4,-65.98
983,URB BAHIA VISTAMAR,PR,18.4,-65.98
983,URB CASTELLANA GDN,PR,18.4,-65.98
983,URB CLUB COSTA MARINA 1,PR,18.4,-65.98
983,URB CLUB COSTA MARINA 2,PR,18.4,-65.98
983,URB EDUARDO J SALDANA,PR,18.4,-65.98
983,URB SABANA GDNS,PR,18.4,-65.98
983,URB VISTAMAR,PR,18.4,-65.98
983,URB VISTAMAR MARINA,PR,18.4,-65.98
983,VALLE ARRIBA HTS,PR,18.4,-65.98
983,VILLA ASTURIAS,PR,18.4,-65.98
983,VILLA FONTANA,PR,18.4,-65.98
983,VILLA FONTANA PK,PR,18.4,-65.98
983,VILLA VENECIA,PR,18.4,-65.98
984,CAROLINA,PR,18.4,-65.98
985,CAROLINA,PR,18.4,-65.98
985,BDA BUENA VISTA,PR,18.4,-65.98
985,BO BUENA VISTA,PR,18.4,-65.98
985,BO VILLA CARIDAD,PR,18.4,-65.98
985,BO VILLA ESPERANZA,PR,18.4,-65.98
985,BO VILLA JUSTICIA,PR,18.4,-65.98
985,EST DE SAN FERNANDO,PR,18.4,-65.98
985,ISLA VERDE,PR,18.4,-65.98
985,JARD DE BORINQUEN,PR,18.4,-65.98
985,JARD DE BUENA VISTA,PR,18.4,-65.98
985,URB JOSE S QUINONES,PR,18.4,-65.98
985,URB ROSA MARIA,PR,18.4,-65.98
985,VILLA CAROLINA,PR,18.4,-65.98
985,VILLA COOPERATIVA,PR,18.4,-65.98
985,VILLAS DEL SOL,PR,18.4,-65.98
986,CAROLINA,PR,18.4,-65.98
987,CAROLINA,PR,18.4,-65.98
987,ALT DE PARQ ECUESTRE,PR,18.4,-65.98
987,BO BUENAVENTURA,PR,18.4,-65.98
987,BO COLO,PR,18.4,-65.98
987,BO MARTIN GONZALEZ,PR,18.4,-65.98
987,BRISAS DE METROPOLIS,PR,18.4,-65.98
987,CIUDAD CENTRAL II,PR,18.4,-65.98
987,CIUDAD CENTRO,PR,18.4,-65.98
987,CIUDAD JARDIN,PR,18.4,-65.98
987,EST DEL PARQUE,PR,18.4,-65.98
987,EXT PARQ ECUESTRE,PR,18.4,-65.98
987,HACIENDA REAL,PR,18.4,-65.98
987,ISLA VERDE,PR,18.4,-65.98
987,JARD DE CAROLINA,PR,18.4,-65.98
